City Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
puerto quijarro,-17.78,-57.77,93.06,40.0,76.0,4.03,BO,1603228286.0
luziania,-16.25,-47.95,77.0,69.0,75.0,6.93,BR,1603228183.0
phonhong,18.5,102.42,72.3,84.0,100.0,2.57,LA,1603228286.0
kozhva,65.11,57.05,25.43,98.0,92.0,3.42,RU,1603228287.0
marathon,44.9,-89.77,33.01,98.0,90.0,4.7,US,1603228010.0
corner brook,48.97,-57.95,62.6,77.0,75.0,13.87,CA,1603228287.0
kolobovo,56.7,41.34,34.9,87.0,63.0,11.16,RU,1603228287.0
bushehr,28.97,50.84,73.4,69.0,0.0,4.7,IR,1603228287.0
saint pete beach,27.73,-82.74,82.99,83.0,20.0,20.8,US,1603228288.0
nantucket,41.28,-70.1,62.6,100.0,90.0,9.17,US,1603228171.0
pitimbu,-7.47,-34.81,80.6,69.0,20.0,12.75,BR,1603228288.0
kralendijk,12.15,-68.27,87.8,70.0,75.0,11.41,BQ,1603228085.0
bafra,41.57,35.91,59.0,87.0,75.0,5.82,TR,1603228289.0
tochigi,36.38,139.73,57.99,93.0,20.0,5.82,JP,1603228289.0
ambilobe,-13.2,49.05,74.82,76.0,8.0,3.69,MG,1603228289.0
puri,19.8,85.85,78.8,100.0,75.0,3.36,IN,1603228289.0
isangel,-19.55,169.27,77.74,73.0,31.0,10.29,VU,1603228000.0
maraa,-1.83,-65.37,90.23,57.0,71.0,2.24,BR,1603228289.0
seoul,37.57,126.98,55.4,71.0,90.0,2.62,KR,1603227614.0
trairi,-3.28,-39.27,79.52,70.0,46.0,12.21,BR,1603227846.0
nogliki,51.83,143.17,32.47,87.0,1.0,10.96,RU,1603228290.0
ozinki,51.18,49.68,40.84,64.0,0.0,10.56,RU,1603228290.0
rundu,-17.93,19.77,76.03,18.0,0.0,3.98,NA,1603228290.0
goma,-1.68,29.22,63.95,84.0,100.0,1.28,CD,1603228291.0
ellisras,-23.66,27.74,81.37,16.0,6.0,6.67,ZA,1603228291.0
jawhar,2.78,45.5,77.58,82.0,4.0,10.27,SO,1603228291.0
algiers,36.75,3.04,78.8,24.0,56.0,6.93,DZ,1603228105.0
